,Entities,Labels,Position_Start,Position_End
12936,femoral fracture,DISEASE,3482,3498
12944,primary osteoarthritis n inflammatory arthritis,DISEASE,4852,4899
12948,infected aseptic loosening instability metalonmetal macroscopic histological biochemical evidence,DISEASE,5351,5448
12950,stem fracture,DISEASE,5473,5486
12957,neck fracture,DISEASE,5985,5998
12970,premature stem breakage,DISEASE,7763,7786
12971,aseptic loosening exeter universal mm shorter stem year respectively success v exeter short revision stem introduced published providing implant facilitates restoration leg length offset stability limiting,DISEASE,7872,8077
12972,bone loss,DISEASE,8078,8087
12975,primary arthroplasty femoral stem fracture,DISEASE,8823,8865
12976,cantilever bending,DISEASE,8971,8989
12977,torsion,DISEASE,8990,8997
12980,stem fracture stem fracture neck occur mechanical,DISEASE,9137,9186
12981,overload fatigue failure wellfixed stem bonded intact cement mantle v range multiple predisposing factor proposed,DISEASE,9187,9300
12982,primary cemented exeter v year post,DISEASE,9467,9502
12985,stem neck fracture,DISEASE,9863,9881
12986,ductile deformation,DISEASE,9894,9913
12987,highcycle lowstress fatigue failure,DISEASE,9932,9967
12995,fracture neck fracture,DISEASE,10399,10421
12996,osteolysis,DISEASE,10710,10720
12999,bone impaction grafting technique unclear study smaller v stem commonly utilized cementincement revision,DISEASE,10916,11020
13000,bone stock biomechanically established femoral stem diameter exponentially,DISEASE,11157,11231
13022,inflammatory osteoarthritis hip dysplasia fracture,DISEASE,13959,14009
13032,intracerebral subarachnoid hemorrhage,DISEASE,148,185
13033,cerebral ischemia,DISEASE,206,223
13035,ischemic stroke cardioembolic,DISEASE,276,305
13037,cerebral circulation occlusion cerebral small vessel cardiac embolism,DISEASE,329,398
13040,cardiac cause stroke strong source prosthetic valve atrial fibrillation,DISEASE,481,552
13041,ventricular aneurysm akinetic,DISEASE,572,601
13042,mural thrombus cardiomyopathy,DISEASE,610,639
13043,ventricular hypokinesia,DISEASE,648,671
13044,myocardial infarct,DISEASE,684,702
13045,aortic mitral stenosis,DISEASE,717,739
13046,mitral regurgitation congestive heart failure mitral valve prolapse mitral annulus calcification hypokinetic ventricular segment cryptogenic stroke,DISEASE,747,894
13048,embolic origin cardio embolic stroke,DISEASE,935,971
13051,chronic rheumatic heart disease,DISEASE,1145,1176
13052,cardioembolic stroke,DISEASE,1190,1210
13053,rheumatic heart disease,DISEASE,1222,1245
13056,embolic recurrence varies ccby,DISEASE,1335,1365
13057,acute ischemic stroke,DISEASE,1554,1575
13058,cardio acute ischemic stroke cardioembolism,DISEASE,1584,1627
13060,functional disability,DISEASE,1764,1785
13070,firstever,DISEASE,3281,3290
13072,intracerebral hemorrhage stroke,DISEASE,3456,3487
13073,fear mortality,DISEASE,3506,3520
13074,cardio embolic stroke,DISEASE,3521,3542
13075,corner stone cardioembolic stroke,DISEASE,3679,3712
13077,ischaemic haemorrhagic,DISEASE,3930,3952
13080,acute respiratory syndrome coronavirus sarscov intensive effort prevent,DISEASE,92,163
13081,coronavirus diagnosis disease,DISEASE,241,270
13089,critically severe patient met criterion,DISEASE,1913,1952
13098,coagulation dysfunction,DISEASE,4732,4755
13105,pneumocystis carinii pneumonia,DISEASE,6145,6175
13107,critically severe age year old level fer ngml pct ngml d µgml crp mgl cea ngml excluding,DISEASE,6892,6980
13112,lung infiltration,DISEASE,610,627
13114,multiorgan failure death,DISEASE,693,717
13119,airway inflammation,DISEASE,1518,1537
13122,idiopathic pulmonary fibrosis,DISEASE,1878,1907
13125,andor death,DISEASE,2482,2493
13143,endothelial cell streptococcus pneumoniae infection,DISEASE,8939,8990
13148,stage death,DISEASE,9531,9542
13155,liver enzyme coagulation,DISEASE,12241,12265
13156,myocarditis cardiomyopathy,DISEASE,13,39
13157,heart muscle,DISEASE,61,73
13160,heart disease valvular heart disease,DISEASE,484,520
13163,heart failure arrhythmia pulmonary embolism,DISEASE,708,751
13165,ventricular function sudden death,DISEASE,779,812
13168,drug toxic substance infectious,DISEASE,957,988
13172,cardiovascular cause virus possible mechanism include,DISEASE,1205,1258
13173,cytokine storm myocardial damage,DISEASE,1259,1291
13183,myocardial infarction nonobstructive coronary artery supportive management continued decrease,DISEASE,2508,2601
13186,chest epigastric pain,DISEASE,2919,2940
13190,respiratory acidosis,DISEASE,3337,3357
13191,hypoxemia hyperlactacidemia,DISEASE,3367,3394
13194,chest xray sign vascular redistributioncongestion flow cephalization e patient progressive,DISEASE,3615,3705
13195,respiratory deterioration,DISEASE,3706,3731
13197,ventricle moderate dysfunction lvef pericardial effusion,DISEASE,3916,3972
13198,myocardial edema valvular disease,DISEASE,3984,4017
13200,effusion right heart compression,DISEASE,4207,4239
13201,multiorgan failure nasopharyngeal swab rtpcr pericardial fluid positive sarscov autopsy revealed commitment mononuclear inflammatory cell level myocardium f yearold female,DISEASE,4364,4535
13203,chest pain asthenia adynamia sensation,DISEASE,4581,4619
13207,retroatrial pericardial effusion,DISEASE,5102,5134
13209,myopericarditis,DISEASE,5409,5424
13212,ventricular mass pericardial effusion preserved biventricular function absence alteration,DISEASE,5649,5738
13217,myocarditis pericarditis,DISEASE,6376,6400
13220,heart failure cardiogenic shock myocarditis malignant arrhythmia,DISEASE,6526,6590
13224,viral cardiomyopathy,DISEASE,6914,6934
13229,heart injury,DISEASE,7311,7323
13230,multiple abnormality atrioventricular block,DISEASE,7420,7463
13231,atrial fibrillation sinus dysfunction,DISEASE,7464,7501
13232,premature ventricular contraction,DISEASE,7502,7535
13235,cardiac perforation tamponade bleeding,DISEASE,8049,8087
13239,thrombus pericardial effusion cmr,DISEASE,8359,8392
13248,acute respiratory syndrome coronavirus sarscov global pandemic,DISEASE,75,137
13257,chest pain shortness breath,DISEASE,1643,1670
13258,stroke angina diabetes dyslipidemia,DISEASE,1881,1916
13273,heart surgery covidpositive patient risky patient lead unstable hemodynamic condition,DISEASE,5472,5557
13291,nasopharyngeal oropharyngeal,DISEASE,8568,8596
13315,asthma chronic kidney disease,DISEASE,4144,4173
13320,stuffy runny nose sore throat,DISEASE,5194,5223
13375,pulmonal infiltration,DISEASE,2161,2182
13394,covid compared kirdsnegative patient pvalue kirdspositive patient required transfer intensive care unit icu compared kirdsnegative patient pvalue additional file s retrospective singlecenter study analyzed association kir genotype recovery patient covidassociated severe,DISEASE,7462,7732
13397,human immunodeficiency virus infection hepatitis cinduced hepatocellular carcinoma,DISEASE,8929,9011
13398,covid number,DISEASE,9715,9727
13402,renal dermatological neurological psychiatric,DISEASE,305,350
13404,postviral syndrome,DISEASE,546,564
13406,acute respiratory syndrome sars middle east respiratory syndrome,DISEASE,649,713
13409,postcovid sequela,DISEASE,1017,1034
13411,systemic vascular disease bronchiectasis chronic fatigue mental disorder,DISEASE,1081,1153
13412,posttraumatic stress disorder depression anxiety,DISEASE,1164,1212
13413,pulmonary sequela functional impairment,DISEASE,1244,1283
13419,hypertension diabetes cardiovascular disease cancer chronic lung disease,DISEASE,2040,2112
13420,asthma chronic obstructive pulmonary disease copd,DISEASE,2123,2172
13431,breathlessness,DISEASE,5900,5914
13432,breathlessness strenuous exercise shortness breath,DISEASE,5966,6016
13444,coronavirus outbreak sars mers suggests patient longterm respiratory complication,DISEASE,9944,10025
13455,cardiovascular respiratory disease,DISEASE,12519,12553
13463,respiratory failure septic,DISEASE,1040,1066
13464,shock thromboembolism,DISEASE,1067,1088
13475,hypertension obesity diabetes,DISEASE,5042,5071
13476,obesity hypertension diabetes,DISEASE,5146,5175
13491,covid initial pneumonitis,DISEASE,8620,8645
13492,covid ambulatory disease,DISEASE,8762,8786
13496,diabetes coronavirus disease,DISEASE,11,39
13507,diabetes death,DISEASE,666,680
13508,diabetes cardiovascular cerebrovascular disease,DISEASE,756,803
13509,kidney disease hypertension,DISEASE,812,839
13515,noninsulin,DISEASE,1344,1354
13520,glycaemia,DISEASE,1799,1808
13531,chronic obstructive pulmonary disease copd cerebrovascular disease psychiatric neurological disorder,DISEASE,2471,2571
13532,admission noninsulin hypoglycemic,DISEASE,2636,2669
13537,absence diabetes,DISEASE,3282,3298
13546,diabetes premeal,DISEASE,3886,3902
13551,hypoglycaemia,DISEASE,4359,4372
13572,capillary blood glucose,DISEASE,6106,6129
13577,glucose blood glucose,DISEASE,6587,6608
13582,hypoglycaemia diabetic ketoacidosis,DISEASE,7058,7093
13591,glucose mgdl blood glucose,DISEASE,7873,7899
13614,hyperglycaemia,DISEASE,9817,9831
13618,diabetes hyperglycaemia hypertension obesity,DISEASE,10251,10295
13632,diabetes covid infection,DISEASE,11141,11165
13638,hypoglycemic,DISEASE,11862,11874
13642,infection virus including communityacquired respiratory virus better,DISEASE,483,551
13644,respiratory tract disease,DISEASE,848,873
13657,infection death,DISEASE,4748,4763
13658,covid allogeneic autologous hct recipient respectively significant difference survival autologous allogeneic hct patient p child higher survival rate p covid stem cell transplantation result,DISEASE,5096,5286
13661,communityacquired respiratory virus,DISEASE,7830,7865
13662,covid allogeneic hct recipient autologous hct recipient found age male sex time hct covid diagnosis,DISEASE,8728,8827
13664,covid study cancer,DISEASE,9779,9797
13673,pulmonary morbidity,DISEASE,12047,12066
13679,covid vaccination eruption,DISEASE,890,916
13680,anaphylaxis covid disease,DISEASE,988,1013
13681,necrotic lesion,DISEASE,1083,1098
13683,urticarial rash morbilliform eruption erythromelalgia cosmetic filler reaction,DISEASE,1273,1351
13684,pityriasis,DISEASE,1430,1440
13685,spongiotic dermatitis,DISEASE,1504,1525
13686,covid eruption,DISEASE,1747,1761
13687,acute lymphocytic lymphoma,DISEASE,1836,1862
13688,stature,DISEASE,1902,1909
13689,avascular necrosis sensorineural hearing loss,DISEASE,1959,2004
13690,acral eruption,DISEASE,2302,2316
13691,chest trunk,DISEASE,2539,2550
13698,muscular pain,DISEASE,3482,3495
13701,adverse vaccine reaction,DISEASE,3790,3814
13703,hospitalization cutaneous reaction,DISEASE,3938,3972
13705,vaccinerelated eruption papule plaque spectrum dermatologic,DISEASE,4091,4150
13709,cutaneous adverse reaction,DISEASE,5267,5293
13710,covid vaccine vectorbased,DISEASE,5509,5534
13711,oxfordastrazeneca,DISEASE,5538,5555
13713,covid vaccine groupedpruritic papulovesicular eruption,DISEASE,5888,5942
13715,covid vaccine drug reaction,DISEASE,6882,6909
13716,involving dermatologic eruption,DISEASE,6923,6954
13720,rhinitis glossitis cough,DISEASE,503,527
13721,fever arthralgia,DISEASE,570,586
13722,upper respiratory tract barrier virus enters lung bind,DISEASE,598,652
13728,respiratory failure oxygen saturation,DISEASE,1133,1170
13735,drug block,DISEASE,2243,2253
13736,extensive organ damage,DISEASE,2664,2686
13744,convalescent new coronavirus infection,DISEASE,4364,4402
13745,level disease failure,DISEASE,4487,4508
13771,micro vascular disease,DISEASE,388,410
13772,heart failure cardiovascular mortality henry sorkin xu huang cai cai mai metaanalyses concluded ifg associated increased risk cad unclear relationship ifg severity cad yan konstantinou investigation,DISEASE,423,621
13777,kidney disease diabetes,DISEASE,1185,1208
13785,epicardial coronary artery measured quantitative coronary angiography douglas dehmer fihn disease,DISEASE,2003,2100
13786,vessel golbahar,DISEASE,2137,2152
13791,acute myocardial injury,DISEASE,2298,2321
13794,coronary thrombus,DISEASE,2653,2670
13797,artery stenosis,DISEASE,3131,3146
13800,triplevessel disease stenosis,DISEASE,3646,3675
13801,doublevessel disease stenosis,DISEASE,3716,3745
13806,doublevessel stenosis,DISEASE,4408,4429
13807,artery aggressive,DISEASE,4474,4491
13811,artery d fasting blood glucose,DISEASE,4991,5021
13815,artery subject stenosis,DISEASE,5134,5157
13816,glucose tolerance igt,DISEASE,5543,5564
13818,acute respiratory syndrome coronavirus sarscov affecting population health care system worldwide,DISEASE,31,127
13822,acute respiratory syndrome coronavirus middle east respiratory syndrome coronavirus,DISEASE,405,488
13825,acute lung injury death,DISEASE,591,614
13826,covid revealed sars cov affect respiratory tract,DISEASE,624,672
13827,cardiomyopathy multiorgan dysfunction,DISEASE,703,740
13828,neurological syndrome hypercoagulability,DISEASE,741,781
13829,volume increase respiratory resistance physiological change immunological modulation,DISEASE,850,934
13831,infected sarscov influenza eg hn reported higher morbidity mortality rate result,DISEASE,1077,1157
13845,respiratory syndrome coronavirus type sarscov coronavirus disease,DISEASE,7541,7606
13846,illness medical impairment moderate disease disease,DISEASE,7823,7874
13847,dysfunction,DISEASE,7880,7891
13856,hellp syndrome,DISEASE,10759,10773
13859,atony,DISEASE,10870,10875
13863,dysgeusia,DISEASE,10982,10991
13865,covid childbirth,DISEASE,11275,11291
13866,infection childbirth,DISEASE,11304,11324
13867,covid prior childbirth,DISEASE,11533,11555
13872,childbirth,DISEASE,12128,12138
13889,nasopharyngeal bleeding,DISEASE,13187,13210
13892,coagulopathies bleeding,DISEASE,13250,13273
13899,intraventricular hemorrhage fetus stillborn abortion,DISEASE,14736,14788
13901,brain damage,DISEASE,14876,14888
13906,tachycardia posttraumatic stress disorder,DISEASE,15485,15526
13909,gestational age childbirth,DISEASE,16212,16238
13910,preterm labor,DISEASE,16879,16892
13911,covid pregnancy mild symptom clinical presentation symptom similar nonpregnant,DISEASE,16936,17014
13912,cough dyspnea,DISEASE,17055,17068
13913,laboratoryconfirmed sarscov infected woman reproductive age year,DISEASE,17302,17366
13915,death preeclampsia thrombotic,DISEASE,17616,17645
13921,prematurity,DISEASE,18856,18867
13923,course disease c limitation,DISEASE,19382,19409
13929,diabetes chronic obstructive pulmonary disease,DISEASE,1846,1892
13930,kidney disease cardiovascular disease,DISEASE,1901,1938
13940,acute respiratory syndrome coronavirus sarscov causal agent,DISEASE,7,66
13944,panama,DISEASE,152,158
13950,nasal congestion cough sore throat rhinorrhea fever,DISEASE,832,883
13956,bibasilar infiltrates,DISEASE,1327,1348
13961,g fever,DISEASE,1803,1810
13970,viremia,DISEASE,2960,2967
13977,antibody prior coronavirus infection,DISEASE,4875,4911
13978,crossneutralization antibody sarscov detected ivig prepandemic period promising study demonstrated rapid increase concentration specific neutralizing antibody preparation,DISEASE,5240,5410
13982,victoria,DISEASE,1352,1360
13985,acute respiratory syndrome coronavirus sarscov winter multicenter project national data previous ongoing epidemiological study concerning severe acute respiratory infection,DISEASE,1735,1907
13986,hrec,DISEASE,2115,2119
13987,diabetes heart failure chronic lung disease,DISEASE,4129,4172
13994,bacterial pneumonia,DISEASE,5542,5561
13999,interaction disease,DISEASE,7409,7428
14008,covid greater diabetes chronic kidney disease,DISEASE,10327,10372
14011,heart failure diabetes,DISEASE,10855,10877
